srno,movieId,title,genres
1847,2333,Gods and Monsters (1998),Drama
1848,2334,"Siege, The (1998)",Action|Thriller
1849,2335,"Waterboy, The (1998)",Comedy
1850,2336,Elizabeth (1998),Drama
1851,2337,Velvet Goldmine (1998),Drama
1852,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1853,2339,I'll Be Home For Christmas (1998),Comedy|Romance
1854,2340,Meet Joe Black (1998),Romance
1855,2342,Hard Core Logo (1996),Comedy|Drama
1856,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
1857,2345,Desert Bloom (1986),Drama
1858,2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
1859,2347,"Pope of Greenwich Village, The (1984)",Drama
1860,2348,Sid and Nancy (1986),Drama
1861,2349,Mona Lisa (1986),Comedy|Thriller
1862,2350,Heart Condition (1990),Comedy
1863,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
1864,2352,"Big Chill, The (1983)",Comedy|Drama
1865,2353,Enemy of the State (1998),Action|Thriller
1866,2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy
1867,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
1868,2356,Celebrity (1998),Comedy
1869,2357,Central Station (Central do Brasil) (1998),Drama
1870,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
1871,2360,"Celebration, The (Festen) (1998)",Drama
1872,2361,Pink Flamingos (1972),Comedy
1873,2362,Glen or Glenda (1953),Drama
1874,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
1875,2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
1876,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
1877,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
1878,2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
1879,2368,King Kong Lives (1986),Adventure|Sci-Fi
1880,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1881,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama
1882,2371,Fletch (1985),Comedy|Crime|Mystery
1883,2372,Fletch Lives (1989),Comedy
1884,2373,Red Sonja (1985),Action|Adventure|Fantasy
1885,2374,Gung Ho (1986),Comedy|Drama
1886,2375,"Money Pit, The (1986)",Comedy
1887,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
1888,2377,Lifeforce (1985),Horror|Sci-Fi
1889,2378,Police Academy (1984),Comedy|Crime
1890,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
1891,2380,Police Academy 3: Back in Training (1986),Comedy|Crime
1892,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
1893,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
1894,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
1895,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
1896,2385,Home Fries (1998),Comedy|Romance
1897,2386,Jerry Springer: Ringmaster (1998),Comedy|Drama
1898,2387,Very Bad Things (1998),Comedy|Crime
1899,2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
1900,2389,Psycho (1998),Crime|Horror|Thriller
1901,2390,Little Voice (1998),Comedy
1902,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
1903,2392,Jack Frost (1998),Children|Comedy|Drama
1904,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
1905,2394,"Prince of Egypt, The (1998)",Animation|Musical
1906,2395,Rushmore (1998),Comedy|Drama
1907,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
1908,2397,Mass Appeal (1984),Drama
1909,2398,Miracle on 34th Street (1947),Comedy|Drama
1910,2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
1911,2400,Prancer (1989),Children|Drama|Fantasy
1912,2401,Pale Rider (1985),Western
1913,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
1914,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
1915,2404,Rambo III (1988),Action|Adventure|Thriller|War
1916,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1917,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1918,2407,Cocoon (1985),Comedy|Sci-Fi
1919,2408,Cocoon: The Return (1988),Comedy|Sci-Fi
1920,2409,Rocky II (1979),Action|Drama
1921,2410,Rocky III (1982),Action|Drama
1922,2411,Rocky IV (1985),Action|Drama
1923,2412,Rocky V (1990),Action|Drama
1924,2413,Clue (1985),Comedy|Crime|Mystery|Thriller
1925,2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
1926,2415,Violets Are Blue... (1986),Drama|Romance
1927,2416,Back to School (1986),Comedy
1928,2417,Heartburn (1986),Comedy|Drama
1929,2418,Nothing in Common (1986),Comedy
1930,2419,Extremities (1986),Drama|Thriller
1931,2420,"Karate Kid, The (1984)",Drama
1932,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1933,2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
1934,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
1935,2424,You've Got Mail (1998),Comedy|Romance
1936,2425,"General, The (1998)",Crime
1937,2427,"Thin Red Line, The (1998)",Action|Drama|War
1938,2428,"Faculty, The (1998)",Horror|Sci-Fi
1939,2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
1940,2430,Mighty Joe Young (1949),Adventure|Children|Drama
1941,2431,Patch Adams (1998),Comedy|Drama
1942,2432,Stepmom (1998),Drama
1943,2433,"Civil Action, A (1998)",Drama
1944,2434,Down in the Delta (1998),Drama
1945,2435,Hurlyburly (1998),Drama
1946,2436,Tea with Mussolini (1999),Comedy|Drama|War
1947,2437,Wilde (1997),Drama
1948,2438,Outside Ozona (1998),Comedy|Drama|Thriller
1949,2439,Affliction (1997),Drama
1950,2440,Another Day in Paradise (1998),Drama
1951,2441,"Hi-Lo Country, The (1998)",Drama|Romance|Western
1952,2442,Hilary and Jackie (1998),Drama
1953,2443,Playing by Heart (1998),Drama|Romance
1954,2445,At First Sight (1999),Drama
1955,2446,In Dreams (1999),Horror|Thriller
1956,2447,Varsity Blues (1999),Comedy|Drama
1957,2448,Virus (1999),Horror|Sci-Fi
1958,2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
1959,2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1960,2451,"Gate, The (1987)",Horror
1961,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
1962,2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi
1963,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
1964,2456,"Fly II, The (1989)",Horror|Sci-Fi
1965,2457,Running Scared (1986),Action|Comedy
1966,2458,Armed and Dangerous (1986),Comedy|Crime
1967,2459,"Texas Chainsaw Massacre, The (1974)",Horror
1968,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror
1969,2461,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
1970,2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
1971,2463,Ruthless People (1986),Comedy
1972,2464,Trick or Treat (1986),Horror
1973,2465,Deadly Friend (1986),Horror
1974,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1975,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
1976,2469,Peggy Sue Got Married (1986),Comedy|Drama
1977,2470,Crocodile Dundee (1986),Adventure|Comedy
1978,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
1979,2472,Tough Guys (1986),Comedy
1980,2473,Soul Man (1986),Comedy
1981,2474,"Color of Money, The (1986)",Drama
1982,2475,52 Pick-Up (1986),Action|Mystery|Thriller
1983,2476,Heartbreak Ridge (1986),Action|War
1984,2478,¡Three Amigos! (1986),Comedy|Western
1985,2479,Gloria (1999),Drama|Thriller
1986,2481,My Name Is Joe (1998),Drama|Romance
1987,2482,Still Crazy (1998),Comedy|Romance
1988,2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
1989,2485,She's All That (1999),Comedy|Romance
1990,2486,"24 Hour Woman, The (1998)",Comedy|Drama
1991,2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
1992,2488,Peeping Tom (1960),Drama|Horror|Thriller
1993,2490,Payback (1999),Action|Thriller
1994,2491,Simply Irresistible (1999),Comedy|Romance
1995,2492,20 Dates (1998),Comedy|Romance
1996,2493,"Harmonists, The (1997)",Drama
1997,2494,"Last Days, The (1998)",Documentary
1998,2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
1999,2496,Blast from the Past (1999),Comedy|Romance
2000,2497,Message in a Bottle (1999),Romance
2001,2498,My Favorite Martian (1999),Comedy|Sci-Fi
2002,2499,God Said 'Ha!' (1998),Comedy
2003,2500,Jawbreaker (1999),Comedy
2004,2501,October Sky (1999),Drama
2005,2502,Office Space (1999),Comedy|Crime
2006,2504,200 Cigarettes (1999),Comedy|Drama
2007,2505,8MM (1999),Drama|Mystery|Thriller
2008,2506,"Other Sister, The (1999)",Comedy|Drama|Romance
2009,2507,Breakfast of Champions (1999),Comedy|Sci-Fi
2010,2511,"Long Goodbye, The (1973)",Crime|Film-Noir
2011,2513,Pet Sematary (1989),Horror
2012,2514,Pet Sematary II (1992),Comedy|Horror
2013,2515,Children of the Corn II: The Final Sacrifice (1993),Horror
2014,2516,Children of the Corn III (1994),Horror
2015,2517,Christine (1983),Horror
2016,2518,Night Shift (1982),Comedy
2017,2519,House on Haunted Hill (1959),Drama|Horror|Thriller
2018,2520,Airport (1970),Drama
2019,2521,Airport 1975 (1974),Action|Drama|Thriller
2020,2522,Airport '77 (1977),Drama
2021,2523,Rollercoaster (1977),Drama|Thriller
2022,2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
2023,2525,Alligator (1980),Action|Horror|Sci-Fi
2024,2526,Meteor (1979),Sci-Fi
2025,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
2026,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2027,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2028,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2029,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2030,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2031,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2032,2534,Avalanche (1978),Action
2033,2535,Earthquake (1974),Action|Drama|Thriller
2034,2536,"Concorde: Airport '79, The (1979)",Drama
2035,2537,Beyond the Poseidon Adventure (1979),Adventure
2036,2539,Analyze This (1999),Comedy
2037,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2038,2541,Cruel Intentions (1999),Drama
2039,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2040,2545,Relax... It's Just Sex (1998),Comedy
2041,2546,"Deep End of the Ocean, The (1999)",Drama
2042,2548,"Rage: Carrie 2, The (1999)",Horror
2043,2549,Wing Commander (1999),Action|Sci-Fi
2044,2550,"Haunting, The (1963)",Horror|Thriller
2045,2551,Dead Ringers (1988),Drama|Horror|Thriller
2046,2552,My Boyfriend's Back (1993),Comedy
2047,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2048,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2049,2555,Baby Geniuses (1999),Comedy
2050,2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
2051,2558,Forces of Nature (1999),Comedy|Romance
2052,2559,"King and I, The (1999)",Animation|Children
2053,2560,Ravenous (1999),Horror|Thriller
2054,2561,True Crime (1999),Crime|Thriller
2055,2562,Bandits (1997),Drama
2056,2563,Dangerous Beauty (1998),Drama
2057,2565,"King and I, The (1956)",Drama|Musical|Romance
2058,2566,Doug's 1st Movie (1999),Animation|Children
2059,2567,EDtv (1999),Comedy
2060,2568,"Mod Squad, The (1999)",Action|Crime
2061,2569,Among Giants (1998),Comedy|Drama|Romance
2062,2570,"Walk on the Moon, A (1999)",Drama|Romance
2063,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2064,2572,10 Things I Hate About You (1999),Comedy|Romance
2065,2573,Tango (1998),Drama|Musical
2066,2574,"Out-of-Towners, The (1999)",Comedy
2067,2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
2068,2577,Metroland (1997),Comedy|Drama
2069,2579,Following (1998),Crime|Mystery|Thriller
2070,2580,Go (1999),Comedy|Crime
2071,2581,Never Been Kissed (1999),Comedy|Romance
2072,2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy
2073,2583,Cookie's Fortune (1999),Comedy|Drama
2074,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2075,2586,Goodbye Lover (1999),Comedy|Crime|Thriller
2076,2587,Life (1999),Comedy|Crime|Drama
2077,2589,Friends & Lovers (1999),Comedy|Drama|Romance
2078,2590,Hideous Kinky (1998),Drama
2079,2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
2080,2596,SLC Punk! (1998),Comedy|Drama
2081,2597,Lost & Found (1999),Comedy|Romance
2082,2598,Pushing Tin (1999),Comedy
2083,2599,Election (1999),Comedy
2084,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2085,2605,Entrapment (1999),Crime|Thriller
2086,2606,Idle Hands (1999),Comedy|Horror
2087,2607,Get Real (1998),Drama|Romance
2088,2609,"King of Masks, The (Bian Lian) (1996)",Drama
2089,2610,Three Seasons (1999),Drama
2090,2611,"Winslow Boy, The (1999)",Drama
2091,2612,Mildred Pierce (1945),Drama|Film-Noir
2092,2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi
2093,2615,My Science Project (1985),Adventure|Sci-Fi
2094,2616,Dick Tracy (1990),Action|Crime
2095,2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2096,2618,"Castle, The (1997)",Comedy
2097,2620,This Is My Father (1998),Drama|Romance
2098,2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama
2099,2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2100,2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy
2101,2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
2102,2626,Edge of Seventeen (1998),Comedy|Drama|Romance
2103,2627,Endurance (1999),Documentary|Drama
2104,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2105,2629,"Love Letter, The (1999)",Comedy|Romance
2106,2630,Besieged (a.k.a. L' Assedio) (1998),Drama
2107,2631,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller
2108,2633,"Mummy, The (1932)",Horror|Romance
2109,2634,"Mummy, The (1959)",Horror
2110,2635,"Mummy's Curse, The (1944)",Horror
2111,2636,"Mummy's Ghost, The (1944)",Horror
2112,2637,"Mummy's Hand, The (1940)",Horror
2113,2638,"Mummy's Tomb, The (1942)",Horror
2114,2639,Mommie Dearest (1981),Drama
2115,2640,Superman (1978),Action|Adventure|Sci-Fi
2116,2641,Superman II (1980),Action|Sci-Fi
2117,2642,Superman III (1983),Action|Adventure|Sci-Fi
2118,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2119,2644,Dracula (1931),Horror
2120,2647,House of Frankenstein (1944),Horror
2121,2648,Frankenstein (1931),Drama|Horror|Sci-Fi
2122,2649,Son of Frankenstein (1939),Horror
2123,2650,"Ghost of Frankenstein, The (1942)",Horror
2124,2651,Frankenstein Meets the Wolf Man (1943),Horror
2125,2652,"Curse of Frankenstein, The (1957)",Horror
2126,2653,Son of Dracula (1943),Horror
2127,2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2128,2655,Howling II: Your Sister Is a Werewolf (1985),Horror
2129,2656,Tarantula (1955),Horror|Sci-Fi
2130,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2131,2659,It Came from Hollywood (1982),Comedy|Documentary
2132,2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
2133,2661,It Came from Outer Space (1953),Sci-Fi
2134,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2135,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2136,2668,Swamp Thing (1982),Horror|Sci-Fi
2137,2669,Pork Chop Hill (1959),War
2138,2670,Run Silent Run Deep (1958),War
2139,2671,Notting Hill (1999),Comedy|Romance
2140,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2141,2673,Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama
2142,2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
2143,2676,Instinct (1999),Drama|Thriller
2144,2677,Buena Vista Social Club (1999),Documentary|Musical
2145,2678,Desert Blue (1998),Drama
2146,2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2147,2682,Limbo (1999),Drama
2148,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2149,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2150,2687,Tarzan (1999),Adventure|Animation|Children|Drama
2151,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2152,2689,Get Bruce (1999),Documentary
2153,2690,"Ideal Husband, An (1999)",Comedy|Romance
2154,2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
2155,2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2156,2693,Trekkies (1997),Documentary
2157,2694,Big Daddy (1999),Comedy
2158,2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
2159,2697,My Son the Fanatic (1997),Comedy|Drama|Romance
2160,2699,Arachnophobia (1990),Comedy|Horror
2161,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2162,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2163,2702,Summer of Sam (1999),Drama
2164,2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",Drama|Romance
2165,2706,American Pie (1999),Comedy|Romance
2166,2707,Arlington Road (1999),Thriller
2167,2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2168,2709,Muppets From Space (1999),Children|Comedy
2169,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2170,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2171,2713,Lake Placid (1999),Horror|Thriller
2172,2714,"Wood, The (1999)",Drama
2173,2715,"Velocity of Gary, The (1998)",Comedy|Romance
2174,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2175,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2176,2718,Drop Dead Gorgeous (1999),Comedy
2177,2719,"Haunting, The (1999)",Horror|Thriller
2178,2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2179,2721,Trick (1999),Comedy|Romance
2180,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2181,2723,Mystery Men (1999),Action|Comedy|Fantasy
2182,2724,Runaway Bride (1999),Comedy|Romance
2183,2725,Twin Falls Idaho (1999),Drama
2184,2726,"Killing, The (1956)",Crime|Film-Noir
2185,2727,Killer's Kiss (1955),Crime|Film-Noir
2186,2728,Spartacus (1960),Action|Drama|Romance|War
2187,2729,Lolita (1962),Drama|Romance
2188,2730,Barry Lyndon (1975),Drama|Romance|War
2189,2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2190,2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance
2191,2733,Vibes (1988),Adventure|Comedy|Romance
2192,2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2193,2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
2194,2736,Brighton Beach Memoirs (1986),Comedy
2195,2738,Crimes of the Heart (1986),Comedy|Drama
2196,2739,"Color Purple, The (1985)",Drama
2197,2741,No Mercy (1986),Action|Crime|Thriller
2198,2745,"Mission, The (1986)",Drama
2199,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2200,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
2201,2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy
2202,2749,"Morning After, The (1986)",Drama|Mystery
2203,2750,Radio Days (1987),Comedy|Drama
2204,2751,From the Hip (1987),Comedy|Drama
2205,2752,Outrageous Fortune (1987),Comedy|Mystery
2206,2753,"Bedroom Window, The (1987)",Thriller
2207,2754,Deadtime Stories (1987),Horror
2208,2755,Light of Day (1987),Drama
2209,2757,Frances (1982),Drama
2210,2758,Plenty (1985),Drama
2211,2759,Dick (1999),Comedy
2212,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2213,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2214,2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2215,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2216,2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2217,2767,Illuminata (1998),Comedy
2218,2769,"Yards, The (2000)",Crime|Drama
2219,2770,Bowfinger (1999),Comedy
2220,2771,Brokedown Palace (1999),Drama
2221,2772,Detroit Rock City (1999),Comedy
2222,2774,Better Than Chocolate (1999),Comedy|Romance
2223,2775,Head On (1998),Drama
2224,2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",Documentary
2225,2779,Heaven Can Wait (1978),Comedy
2226,2780,"Raven, The (1963)",Comedy|Horror
2227,2781,"Tingler, The (1959)",Horror
2228,2782,Pit and the Pendulum (1961),Horror
2229,2783,"Tomb of Ligeia, The (1965)",Horror
2230,2784,"Masque of the Red Death, The (1964)",Horror
2231,2786,Haunted Honeymoon (1986),Comedy
2232,2787,Cat's Eye (1985),Horror
2233,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2234,2789,Damien: Omen II (1978),Horror
2235,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller
2236,2791,Airplane! (1980),Comedy
2237,2792,Airplane II: The Sequel (1982),Comedy
2238,2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
2239,2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2240,2795,National Lampoon's Vacation (1983),Comedy
2241,2796,Funny Farm (1988),Comedy
2242,2797,Big (1988),Comedy|Drama|Fantasy|Romance
2243,2798,Problem Child (1990),Children|Comedy
2244,2799,Problem Child 2 (1991),Comedy
2245,2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2246,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2247,2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2248,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2249,2804,"Christmas Story, A (1983)",Children|Comedy
2250,2805,Mickey Blue Eyes (1999),Comedy|Romance
2251,2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2252,2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2253,2808,Universal Soldier (1992),Action|Sci-Fi
2254,2809,Love Stinks (1999),Comedy
2255,2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2256,2812,In Too Deep (1999),Action|Thriller
2257,2815,Iron Eagle (1986),Action|War
2258,2816,Iron Eagle II (1988),Action|War
2259,2817,Aces: Iron Eagle III (1992),Action
2260,2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2261,2820,Hamlet (1964),Drama
2262,2822,Medicine Man (1992),Adventure|Romance
2263,2824,On the Ropes (1999),Documentary|Drama
2264,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2265,2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2266,2828,Dudley Do-Right (1999),Children|Comedy
2267,2829,"Muse, The (1999)",Comedy
2268,2832,"Lost Son, The (1999)",Drama
2269,2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller
2270,2836,Outside Providence (1999),Comedy
2271,2837,Bedrooms & Hallways (1998),Comedy|Romance
2272,2839,West Beirut (West Beyrouth) (1998),Drama
2273,2840,Stigmata (1999),Drama|Thriller
2274,2841,Stir of Echoes (1999),Horror|Mystery|Thriller
2275,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2276,2844,"Minus Man, The (1999)",Drama|Mystery
2277,2845,Whiteboyz (1999),Comedy|Drama
2278,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2279,2847,Only Angels Have Wings (1939),Adventure|Drama|Romance
2280,2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2281,2849,Queens Logic (1991),Comedy|Drama
2282,2850,Public Access (1993),Drama|Thriller
2283,2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
2284,2852,"Soldier's Story, A (1984)",Drama
2285,2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery
2286,2855,Nightmares (1983),Horror
2287,2856,I Saw What You Did (1965),Thriller
2288,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2289,2858,American Beauty (1999),Drama|Romance
2290,2859,Stop Making Sense (1984),Documentary|Musical
2291,2860,Blue Streak (1999),Comedy
2292,2861,For Love of the Game (1999),Comedy|Drama
2293,2862,Caligula (1979),Drama
2294,2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2295,2864,Splendor (1999),Comedy
2296,2866,"Buddy Holly Story, The (1978)",Drama
2297,2867,Fright Night (1985),Comedy|Horror|Thriller
2298,2868,Fright Night Part II (1988),Horror
2299,2869,"Separation, The (Séparation, La) (1994)",Drama
2300,2870,Barefoot in the Park (1967),Comedy
2301,2871,Deliverance (1972),Adventure|Drama|Thriller
2302,2872,Excalibur (1981),Adventure|Fantasy
2303,2874,"Pajama Game, The (1957)",Comedy|Musical|Romance
2304,2875,Sommersby (1993),Drama|Mystery|Romance
2305,2876,Thumbelina (1994),Animation|Children|Fantasy
2306,2877,Tommy (1975),Musical
2307,2878,Hell Night (1981),Horror
2308,2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
2309,2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy
2310,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2311,2882,Jakob the Liar (1999),Drama
2312,2883,Mumford (1999),Comedy|Drama
2313,2884,Dog Park (1998),Comedy|Romance
2314,2885,Guinevere (1999),Drama|Romance
2315,2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy
2316,2887,Simon Sez (1999),Action|Comedy
2317,2888,Drive Me Crazy (1999),Comedy|Romance
2318,2889,"Mystery, Alaska (1999)",Comedy|Drama
2319,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2320,2891,"Happy, Texas (1999)",Comedy
2321,2892,New Rose Hotel (1998),Action|Drama
2322,2893,Plunkett & MaCleane (1999),Action|Adventure|Drama
2323,2894,Romance (1999),Drama|Romance
2324,2897,And the Ship Sails On (E la nave va) (1983),Comedy|War
